Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"openBrowser("""")",Firefox 124.0,,,07-04-2024 14:49:33,07-04-2024 14:49:35,2.546s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Firefox 124.0,,,07-04-2024 14:49:35,07-04-2024 14:49:37,1.191s,PASSED
"click(findTestObject(""Page_Swag Labs/Login_page/input_Swag Labs_password""))",Firefox 124.0,,,07-04-2024 14:49:37,07-04-2024 14:49:37,0.299s,PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/Login_page/input_Swag Labs_password""), password)",Firefox 124.0,,,07-04-2024 14:49:37,07-04-2024 14:49:37,0.098s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/Login_page/input_Swag Labs_login-button""))",Firefox 124.0,,,07-04-2024 14:49:37,07-04-2024 14:49:37,0.280s,PASSED
"verifyElementPresent(findTestObject(""Page_Swag Labs/Login_page/failed-login-text-username""), 0)",Firefox 124.0,,,07-04-2024 14:49:37,07-04-2024 14:49:37,0.040s,PASSED
closeBrowser(),Firefox 124.0,,,07-04-2024 14:49:37,07-04-2024 14:49:38,0.854s,PASSED
,,,,,,,
Test Cases/Web UI/E-commerce (Swag Labs)/Login/Negative/Wrong credentials,Firefox 124.0,Verify user cannot login using incorrect credentials,login-004,07-04-2024 14:49:38,07-04-2024 14:49:45,6.743s,PASSED
"openBrowser("""")",Firefox 124.0,,,07-04-2024 14:49:38,07-04-2024 14:49:40,1.881s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Firefox 124.0,,,07-04-2024 14:49:40,07-04-2024 14:49:41,0.949s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/Login_page/input_Swag Labs_user-name""))",Firefox 124.0,,,07-04-2024 14:49:41,07-04-2024 14:49:41,0.314s,PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/Login_page/input_Swag Labs_user-name""), ""awd"")",Firefox 124.0,,,07-04-2024 14:49:41,07-04-2024 14:49:41,0.084s,PASSED
"click(findTestObject(""Page_Swag Labs/Login_page/input_Swag Labs_password""))",Firefox 124.0,,,07-04-2024 14:49:41,07-04-2024 14:49:42,0.254s,PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/Login_page/input_Swag Labs_password""), ""wad"")",Firefox 124.0,,,07-04-2024 14:49:42,07-04-2024 14:49:42,0.078s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/Login_page/input_Swag Labs_login-button""))",Firefox 124.0,,,07-04-2024 14:49:42,07-04-2024 14:49:42,0.284s,PASSED
"verifyElementPresent(findTestObject(""Page_Swag Labs/Login_page/failed-login-text-wrong-credentials""), 0)",Firefox 124.0,,,07-04-2024 14:49:42,07-04-2024 14:49:42,0.038s,PASSED
closeBrowser(),Firefox 124.0,,,07-04-2024 14:49:42,07-04-2024 14:49:45,2.812s,PASSED
