Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Page_Swag Labs/Login_page/input_Swag Labs_login-button""))",Firefox 124.0,,,07-04-2024 13:45:18,07-04-2024 13:45:18,0.269s,PASSED
"verifyElementPresent(findTestObject(""Page_Swag Labs/Login_page/failed-login-text-username""), 0)",Firefox 124.0,,,07-04-2024 13:45:18,07-04-2024 13:45:18,0.037s,PASSED
closeBrowser(),Firefox 124.0,,,07-04-2024 13:45:18,07-04-2024 13:45:19,1.026s,PASSED
,,,,,,,
Test Cases/Web UI/E-commerce (Swag Labs)/Login/Negative/Wrong credentials,Firefox 124.0,Verify user cannot login using incorrect credentials,login-004,07-04-2024 13:45:19,07-04-2024 13:45:30,10.565s,PASSED
"openBrowser("""")",Firefox 124.0,,,07-04-2024 13:45:19,07-04-2024 13:45:21,1.565s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Firefox 124.0,,,07-04-2024 13:45:21,07-04-2024 13:45:26,5.353s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/Login_page/input_Swag Labs_user-name""))",Firefox 124.0,,,07-04-2024 13:45:26,07-04-2024 13:45:27,0.303s,PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/Login_page/input_Swag Labs_user-name""), ""awd"")",Firefox 124.0,,,07-04-2024 13:45:27,07-04-2024 13:45:27,0.070s,PASSED
"click(findTestObject(""Page_Swag Labs/Login_page/input_Swag Labs_password""))",Firefox 124.0,,,07-04-2024 13:45:27,07-04-2024 13:45:27,0.249s,PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/Login_page/input_Swag Labs_password""), ""wad"")",Firefox 124.0,,,07-04-2024 13:45:27,07-04-2024 13:45:27,0.064s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/Login_page/input_Swag Labs_login-button""))",Firefox 124.0,,,07-04-2024 13:45:27,07-04-2024 13:45:27,0.257s,PASSED
"verifyElementPresent(findTestObject(""Page_Swag Labs/Login_page/failed-login-text-wrong-credentials""), 0)",Firefox 124.0,,,07-04-2024 13:45:27,07-04-2024 13:45:27,0.033s,PASSED
closeBrowser(),Firefox 124.0,,,07-04-2024 13:45:27,07-04-2024 13:45:30,2.618s,PASSED
