Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/Web UI/E-commerce (Swag Labs)/Login/Negative/Empty password,Firefox 124.0,Verify user cannot login using only username,login-003,08-04-2024 09:46:37,08-04-2024 09:46:42,4.478s,PASSED
"openBrowser("""")",Firefox 124.0,,,08-04-2024 09:46:37,08-04-2024 09:46:39,1.814s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Firefox 124.0,,,08-04-2024 09:46:39,08-04-2024 09:46:40,1.125s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/Login_page/input_Swag Labs_user-name""))",Firefox 124.0,,,08-04-2024 09:46:40,08-04-2024 09:46:40,0.299s,PASSED
"setText(findTestObject(""Page_Swag Labs/Login_page/input_Swag Labs_user-name""), username)",Firefox 124.0,,,08-04-2024 09:46:40,08-04-2024 09:46:41,0.084s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/Login_page/input_Swag Labs_login-button""))",Firefox 124.0,,,08-04-2024 09:46:41,08-04-2024 09:46:41,0.267s,PASSED
"verifyElementPresent(findTestObject(""Page_Swag Labs/Login_page/failed-login-text-password""), 0)",Firefox 124.0,,,08-04-2024 09:46:41,08-04-2024 09:46:41,0.037s,PASSED
closeBrowser(),Firefox 124.0,,,08-04-2024 09:46:41,08-04-2024 09:46:42,0.795s,PASSED
,,,,,,,
Test Cases/Web UI/E-commerce (Swag Labs)/Login/Negative/Empty username,Firefox 124.0,Verify user cannot login using only password,login-002,08-04-2024 09:46:42,08-04-2024 09:46:49,7.162s,PASSED
"openBrowser("""")",Firefox 124.0,,,08-04-2024 09:46:42,08-04-2024 09:46:43,1.607s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Firefox 124.0,,,08-04-2024 09:46:43,08-04-2024 09:46:45,2.176s,PASSED
"click(findTestObject(""Page_Swag Labs/Login_page/input_Swag Labs_password""))",Firefox 124.0,,,08-04-2024 09:46:45,08-04-2024 09:46:46,0.288s,PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/Login_page/input_Swag Labs_password""), password)",Firefox 124.0,,,08-04-2024 09:46:46,08-04-2024 09:46:46,0.084s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/Login_page/input_Swag Labs_login-button""))",Firefox 124.0,,,08-04-2024 09:46:46,08-04-2024 09:46:46,0.256s,PASSED
"verifyElementPresent(findTestObject(""Page_Swag Labs/Login_page/failed-login-text-username""), 0)",Firefox 124.0,,,08-04-2024 09:46:46,08-04-2024 09:46:46,0.045s,PASSED
closeBrowser(),Firefox 124.0,,,08-04-2024 09:46:46,08-04-2024 09:46:49,2.650s,PASSED
,,,,,,,
Test Cases/Web UI/E-commerce (Swag Labs)/Login/Negative/Wrong credentials,Firefox 124.0,Verify user cannot login using incorrect credentials,login-004,08-04-2024 09:46:49,08-04-2024 09:46:53,4.097s,PASSED
"openBrowser("""")",Firefox 124.0,,,08-04-2024 09:46:49,08-04-2024 09:46:50,1.510s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Firefox 124.0,,,08-04-2024 09:46:50,08-04-2024 09:46:51,0.752s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/Login_page/input_Swag Labs_user-name""))",Firefox 124.0,,,08-04-2024 09:46:51,08-04-2024 09:46:51,0.296s,PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/Login_page/input_Swag Labs_user-name""), ""awd"")",Firefox 124.0,,,08-04-2024 09:46:51,08-04-2024 09:46:51,0.066s,PASSED
"click(findTestObject(""Page_Swag Labs/Login_page/input_Swag Labs_password""))",Firefox 124.0,,,08-04-2024 09:46:51,08-04-2024 09:46:52,0.244s,PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/Login_page/input_Swag Labs_password""), ""wad"")",Firefox 124.0,,,08-04-2024 09:46:52,08-04-2024 09:46:52,0.061s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/Login_page/input_Swag Labs_login-button""))",Firefox 124.0,,,08-04-2024 09:46:52,08-04-2024 09:46:52,0.255s,PASSED
"verifyElementPresent(findTestObject(""Page_Swag Labs/Login_page/failed-login-text-wrong-credentials""), 0)",Firefox 124.0,,,08-04-2024 09:46:52,08-04-2024 09:46:52,0.034s,PASSED
closeBrowser(),Firefox 124.0,,,08-04-2024 09:46:52,08-04-2024 09:46:53,0.822s,PASSED
