Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"openBrowser("""")",Windows - Firefox 122.0,,,08-04-2024 09:55:48,08-04-2024 09:56:22,33.833s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Windows - Firefox 122.0,,,08-04-2024 09:56:22,08-04-2024 09:56:23,1.392s,PASSED
"click(findTestObject(""Page_Swag Labs/Login_page/input_Swag Labs_password""))",Windows - Firefox 122.0,,,08-04-2024 09:56:23,08-04-2024 09:56:27,3.329s,PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/Login_page/input_Swag Labs_password""), password)",Windows - Firefox 122.0,,,08-04-2024 09:56:27,08-04-2024 09:56:33,6.805s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/Login_page/input_Swag Labs_login-button""))",Windows - Firefox 122.0,,,08-04-2024 09:56:33,08-04-2024 09:56:37,3.339s,PASSED
"verifyElementPresent(findTestObject(""Page_Swag Labs/Login_page/failed-login-text-username""), 0)",Windows - Firefox 122.0,,,08-04-2024 09:56:37,08-04-2024 09:56:39,2.487s,PASSED
closeBrowser(),Windows - Firefox 122.0,,,08-04-2024 09:56:39,08-04-2024 09:56:42,2.506s,PASSED
,,,,,,,
Test Cases/Web UI/E-commerce (Swag Labs)/Login/Negative/Wrong credentials,Windows - Firefox 122.0,Verify user cannot login using incorrect credentials,login-004,08-04-2024 09:56:42,08-04-2024 09:58:07,1m - 25.042s,PASSED
"openBrowser("""")",Windows - Firefox 122.0,,,08-04-2024 09:56:42,08-04-2024 09:57:06,24.154s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Windows - Firefox 122.0,,,08-04-2024 09:57:06,08-04-2024 09:57:08,2.465s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/Login_page/input_Swag Labs_user-name""))",Windows - Firefox 122.0,,,08-04-2024 09:57:08,08-04-2024 09:57:12,3.226s,PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/Login_page/input_Swag Labs_user-name""), ""awd"")",Windows - Firefox 122.0,,,08-04-2024 09:57:12,08-04-2024 09:57:18,6.598s,PASSED
"click(findTestObject(""Page_Swag Labs/Login_page/input_Swag Labs_password""))",Windows - Firefox 122.0,,,08-04-2024 09:57:18,08-04-2024 09:57:22,3.450s,PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/Login_page/input_Swag Labs_password""), ""wad"")",Windows - Firefox 122.0,,,08-04-2024 09:57:22,08-04-2024 09:57:29,6.890s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/Login_page/input_Swag Labs_login-button""))",Windows - Firefox 122.0,,,08-04-2024 09:57:29,08-04-2024 09:57:32,3.497s,PASSED
"verifyElementPresent(findTestObject(""Page_Swag Labs/Login_page/failed-login-text-wrong-credentials""), 0)",Windows - Firefox 122.0,,,08-04-2024 09:57:32,08-04-2024 09:58:04,31.548s,PASSED
closeBrowser(),Windows - Firefox 122.0,,,08-04-2024 09:58:04,08-04-2024 09:58:07,3.170s,PASSED
