Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Object Repository/Page_Swag Labs/Login_page/input_Swag Labs_password""), password)",Firefox 124.0,,,07-04-2024 13:37:24,07-04-2024 13:37:24,0.076s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/Login_page/input_Swag Labs_login-button""))",Firefox 124.0,,,07-04-2024 13:37:24,07-04-2024 13:37:25,0.248s,PASSED
"verifyElementPresent(findTestObject(""Page_Swag Labs/Login_page/failed-login-text-username""), 0)",Firefox 124.0,,,07-04-2024 13:37:25,07-04-2024 13:37:25,0.033s,PASSED
closeBrowser(),Firefox 124.0,,,07-04-2024 13:37:25,07-04-2024 13:37:25,0.787s,PASSED
,,,,,,,
Test Cases/Web UI/E-commerce (Swag Labs)/Login/Negative/Wrong credentials,Firefox 124.0,Verify user cannot login using incorrect credentials,login-004,07-04-2024 13:37:25,07-04-2024 13:37:29,4.058s,PASSED
"openBrowser("""")",Firefox 124.0,,,07-04-2024 13:37:25,07-04-2024 13:37:27,1.503s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Firefox 124.0,,,07-04-2024 13:37:27,07-04-2024 13:37:28,0.633s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/Login_page/input_Swag Labs_user-name""))",Firefox 124.0,,,07-04-2024 13:37:28,07-04-2024 13:37:28,0.297s,PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/Login_page/input_Swag Labs_user-name""), ""awd"")",Firefox 124.0,,,07-04-2024 13:37:28,07-04-2024 13:37:28,0.065s,PASSED
"click(findTestObject(""Page_Swag Labs/Login_page/input_Swag Labs_password""))",Firefox 124.0,,,07-04-2024 13:37:28,07-04-2024 13:37:28,0.253s,PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/Login_page/input_Swag Labs_password""), ""wad"")",Firefox 124.0,,,07-04-2024 13:37:28,07-04-2024 13:37:28,0.057s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/Login_page/input_Swag Labs_login-button""))",Firefox 124.0,,,07-04-2024 13:37:28,07-04-2024 13:37:28,0.263s,PASSED
"verifyElementPresent(findTestObject(""Page_Swag Labs/Login_page/failed-login-text-wrong-credentials""), 0)",Firefox 124.0,,,07-04-2024 13:37:28,07-04-2024 13:37:29,0.029s,PASSED
closeBrowser(),Firefox 124.0,,,07-04-2024 13:37:29,07-04-2024 13:37:29,0.906s,PASSED
